,Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date,Genre,Language,Runtime,Color Palette,GenreNames,LanguageName,Palette Cluster,PCA1,PCA2
100,2025-01-31,Bottoms,2023.0,https://boxd.it/8G9U8Z,4.5,Yes,"scropps, tay",2025-01-30,[35],en,91,"[245, 245, 245, 237, 239, 238, 129, 108, 104]",['Comedy'],English,2,318.27329326662556,-0.21916428375191543
101,2025-02-02,Companion,2025.0,https://boxd.it/8HIE5z,4.0,,"scropps, in theaters, paris, tay, daisy, grace",2025-02-01,"[27, 878, 53]",en,97,"[180, 137, 117, 132, 82, 64, 67, 37, 24]","['Horror', 'Science Fiction', 'Thriller']",English,6,-14.480360246556984,44.74553543144771
102,2025-02-08,But I'm a Cheerleader,1999.0,https://boxd.it/8LBTFT,5.0,Yes,"scropps, tay",2025-02-07,"[35, 10749]",en,85,"[159, 211, 203, 11, 198, 190, 162, 95, 104]","['Comedy', 'Romance']",English,0,150.19814664525063,-111.51807762456454
103,2025-02-09,The Lobster,2015.0,https://boxd.it/8Mqs3P,2.0,,"scropps, tay",2025-02-08,"[35, 18, 10749]",en,119,"[243, 241, 231, 239, 237, 225, 117, 116, 110]","['Comedy', 'Drama', 'Romance']",English,2,305.79632341071505,7.219812934446839
104,2025-02-14,They/Them,2022.0,https://boxd.it/8PtBFB,1.0,,"scropps, tay, hate watch",2025-02-13,"[27, 9648]",en,104,"[130, 138, 148, 44, 58, 76, 23, 24, 38]","['Horror', 'Mystery']",English,3,-65.86794502495644,-61.412234825639246
105,2025-02-15,The Love Witch,2016.0,https://boxd.it/8Q4kJP,4.0,Yes,"scropps, tay",2025-02-14,"[27, 35, 10749]",en,121,"[182, 146, 116, 119, 57, 48, 40, 30, 26]","['Horror', 'Comedy', 'Romance']",English,6,-41.53837117070037,34.454535348279265
106,2025-02-17,Or / Or (Hawick),2018.0,https://boxd.it/8RLS5T,4.0,,"scropps, alone</3, K",2025-02-17,[],fr,10,"[224, 157, 12, 203, 135, 8, 180, 113, 5]",[],French,5,33.88714657716173,214.22031715416514
107,2025-02-22,"Red, White & Royal Blue",2023.0,https://boxd.it/8ULhGb,2.5,,"scropps, tay, hate watch",2025-02-21,"[35, 10749]",en,121,"[203, 171, 141, 91, 59, 44, 29, 19, 18]","['Comedy', 'Romance']",English,6,-35.68520291539318,10.442237396148677
108,2025-03-02,Possibly in Michigan,1983.0,https://boxd.it/8ZUmxh,5.0,,"scropps, tay",2025-03-01,"[27, 10402]",en,12,"[138, 124, 114, 34, 33, 31, 32, 31, 29]","['Horror', 'Music']",English,3,-113.04922675095011,-25.273876230822466
109,2025-03-18,Anyone But You,2023.0,https://boxd.it/9a6dnB,2.0,,"SD, tay, hate watch",2025-03-17,"[10749, 35]",en,103,"[219, 212, 198, 131, 176, 201, 80, 90, 97]","['Romance', 'Comedy']",English,0,182.74979565698396,-48.01751320221217
110,2025-05-09,Heretic,2024.0,https://boxd.it/9E2fGR,3.0,,"alone</3, scropps",2025-05-08,"[27, 53]",en,111,"[107, 76, 56, 27, 18, 11, 10, 7, 3]","['Horror', 'Thriller']",English,4,-192.67305305289352,-4.001638728169844
111,2025-05-11,Sinners,2025.0,https://boxd.it/9FbZ9r,5.0,,"scropps, in theaters, paris, aimee, claire",2025-05-10,"[27, 28, 53]",en,138,"[150, 87, 32, 65, 27, 12, 34, 15, 6]","['Horror', 'Action', 'Thriller']",English,4,-158.23896916553036,51.30996718787177
112,2025-05-15,Ma,2019.0,https://boxd.it/9HuCJR,,,"scropps, tay",2025-05-15,"[27, 53]",en,99,"[135, 119, 92, 68, 64, 53, 33, 28, 32]","['Horror', 'Thriller']",English,3,-86.89628831021395,-3.8950025082186315
113,2025-05-15,Clickbait: Unfollowed,2024.0,https://boxd.it/9HuNNv,2.0,,"scropps, tay",2025-05-15,"[27, 53, 35, 10770]",en,90,"[189, 179, 131, 103, 71, 61, 28, 14, 40]","['Horror', 'Thriller', 'Comedy', 'TV Movie']",English,6,-19.721329530842183,6.46807382516975
120,2025-05-26,I Still Believe,2020.0,https://boxd.it/9O61NR,1.0,,"tay, nyc, hate watch",2025-05-25,"[10402, 18, 10749]",en,115,"[252, 251, 249, 238, 232, 229, 135, 97, 83]","['Music', 'Drama', 'Romance']",English,2,311.7276128616143,9.623696314895476
121,2025-05-26,Despicable Me 4,2024.0,https://boxd.it/9O67XD,2.5,,"tay, nyc",2025-05-25,"[10751, 35, 16, 878]",en,94,"[184, 119, 116, 118, 47, 107, 32, 3, 137]","['Family', 'Comedy', 'Animation', 'Science Fiction']",English,6,-14.25702481408024,-8.284328865575292
122,2025-05-27,The Florida Project,2017.0,https://boxd.it/9OOJ4f,4.5,,"tay, airplane",2025-05-26,[18],en,112,"[152, 169, 173, 85, 141, 163, 54, 79, 90]",['Drama'],English,0,80.49031264194838,-76.09853490222613
123,2025-05-29,Get Out,2017.0,https://boxd.it/9PRaER,5.0,Yes,"tay, dublin",2025-05-28,"[9648, 53, 27]",en,104,"[255, 255, 255, 174, 174, 174, 29, 29, 29]","['Mystery', 'Thriller', 'Horror']",English,0,191.72071693569768,-35.55550684416166
124,2025-05-30,Final Destination,2000.0,https://boxd.it/9QvM7h,3.0,,"tay, dublin",2025-05-30,[27],en,98,"[167, 155, 147, 18, 27, 26, 2, 7, 8]",['Horror'],English,3,-109.687345778734,-47.407007569637415
125,2025-05-31,Final Destination 2,2003.0,https://boxd.it/9R1lVX,2.0,,"tay, dublin",2025-05-30,"[27, 9648]",en,90,"[110, 133, 177, 30, 49, 103, 3, 5, 17]","['Horror', 'Mystery']",English,3,-74.10489426506496,-103.69049356782466
126,2025-06-01,Pearl,2022.0,https://boxd.it/9RBtyT,4.0,Yes,"tay, dublin",2025-05-31,"[27, 53]",en,102,"[167, 144, 127, 171, 41, 33, 72, 12, 12]","['Horror', 'Thriller']",English,1,-36.89437141662086,74.24744235470308
127,2025-06-02,Uglies,2024.0,https://boxd.it/9SmhzT,0.5,,"tay, dublin, hate watch",2025-06-01,"[878, 12, 28]",en,100,"[236, 212, 198, 139, 112, 117, 34, 25, 31]","['Science Fiction', 'Adventure', 'Action']",English,6,86.42295711231662,-8.901441815169441
128,2025-06-04,The Hunger Games,2012.0,https://boxd.it/9TAT6H,3.0,,"tay, dublin",2025-06-03,"[878, 12, 28, 53]",en,142,"[180, 116, 62, 58, 14, 11, 21, 4, 4]","['Science Fiction', 'Adventure', 'Action', 'Thriller']",English,4,-143.76177685071556,37.409892008985295
129,2025-06-04,The Hunger Games: Catching Fire,2013.0,https://boxd.it/9TG7TX,3.5,,"tay, dublin",2025-06-04,"[12, 28, 878]",en,146,"[147, 75, 49, 50, 9, 8, 15, 2, 2]","['Adventure', 'Action', 'Science Fiction']",English,4,-181.0574039089782,29.7769387023351
130,2025-06-04,The Hunger Games: Mockingjay – Part 1,2014.0,https://boxd.it/9TGdY5,2.5,,"tay, dublin",2025-06-04,"[878, 12, 53]",en,123,"[212, 144, 78, 103, 31, 14, 25, 3, 2]","['Science Fiction', 'Adventure', 'Thriller']",English,1,-93.35904478313708,65.99485586574892
131,2025-06-05,The Hunger Games: Mockingjay – Part 2,2015.0,https://boxd.it/9Ubb7b,3.0,,"tay, dublin",2025-06-04,"[28, 12, 878]",en,137,"[227, 125, 54, 109, 14, 6, 21, 1, 1]","['Action', 'Adventure', 'Science Fiction']",English,1,-114.64017873658966,89.45811109948164
132,2025-06-06,The Hunger Games: The Ballad of Songbirds & Snakes,2023.0,https://boxd.it/9ULygd,3.0,,"tay, dublin",2025-06-06,"[18, 878, 12, 28]",en,157,"[211, 166, 120, 126, 67, 31, 55, 22, 10]","['Drama', 'Science Fiction', 'Adventure', 'Action']",English,6,-26.51222804818036,59.594760129733096
133,2025-06-06,Daisy: Prophet of the Apocalypse,2023.0,https://boxd.it/9ULzZ9,5.0,,"dublin, imma",2025-06-06,[],en,20,"[252, 252, 251, 213, 204, 191, 121, 82, 68]",[],English,2,264.7600865609539,6.355052936968942
134,2025-06-09,Don't Worry Darling,2022.0,https://boxd.it/9Wx9wP,2.0,,"tay, dublin",2025-06-08,"[878, 9648, 53]",en,123,"[211, 225, 237, 132, 175, 214, 62, 85, 114]","['Science Fiction', 'Mystery', 'Thriller']",English,0,202.22883487619146,-83.8667803405681
135,2025-06-18,Opus,2025.0,https://boxd.it/a2dT4r,2.0,,"airplane, alone</3",2025-06-17,"[27, 9648, 53]",en,104,"[132, 109, 94, 75, 19, 17, 107, 1, 3]","['Horror', 'Mystery', 'Thriller']",English,1,-118.65894779189051,43.11522280609481
136,2025-06-24,Flushed Away,2006.0,https://boxd.it/a6lr6L,3.0,,"seb, rachel",2025-06-23,"[12, 16, 35, 10751]",en,84,"[253, 253, 254, 240, 248, 253, 134, 143, 150]","['Adventure', 'Animation', 'Comedy', 'Family']",English,2,356.4569514792417,-12.717883865871608
137,2025-06-24,House,1977.0,https://boxd.it/a6x5xJ,4.0,,"seb, alone</3",2025-06-23,[35],it,106,"[227, 198, 125, 162, 177, 194, 129, 114, 127]",['Comedy'],Italian,2,186.74781455441962,23.470127552550814
138,2025-06-25,Barbarian,2022.0,https://boxd.it/a7aSZZ,3.0,,"seb, alone</3",2025-06-24,"[27, 53]",en,102,"[141, 23, 23, 186, 1, 1, 180, 0, 1]","['Horror', 'Thriller']",English,1,-129.17312568671372,183.23785354684648
139,2025-07-08,Sinners,2025.0,https://boxd.it/ag0u39,5.0,Yes,"seb, bee",2025-07-07,"[27, 28, 53]",en,138,"[150, 87, 32, 65, 27, 12, 34, 15, 6]","['Horror', 'Action', 'Thriller']",English,4,-158.23896916553036,51.30996718787177
140,2025-07-12,Materialists,2025.0,https://boxd.it/aiRecj,2.0,,"seb, in theaters, rachel, bee",2025-07-11,"[10749, 18]",en,116,"[253, 253, 250, 202, 188, 173, 52, 48, 51]","['Romance', 'Drama']",English,2,218.93082980179037,-12.783824134694969
141,2025-07-13,Superman,2025.0,https://boxd.it/ajv5Rx,4.5,,"seb, in theaters, james, james's entire family",2025-07-12,"[878, 12, 28]",en,130,"[245, 240, 230, 125, 77, 90, 74, 7, 13]","['Science Fiction', 'Adventure', 'Action']",English,6,78.94432943470798,-4.145977758888314
142,2025-07-27,Omni Loop,2024.0,https://boxd.it/auSMot,2.0,,airplane,2025-07-27,"[878, 18]",en,111,"[157, 180, 190, 46, 81, 106, 17, 31, 47]","['Science Fiction', 'Drama']",English,3,-2.5816180591277202,-89.28138357071109
143,2025-07-27,Mickey 17,2025.0,https://boxd.it/auSPkT,4.0,,airplane,2025-07-27,"[878, 35, 12]",en,137,"[110, 106, 78, 30, 43, 35, 9, 23, 21]","['Science Fiction', 'Comedy', 'Adventure']",English,4,-143.74336878274514,-26.555992252471057
145,2025-08-07,Mysterious Skin,2004.0,https://boxd.it/aDrV5d,4.5,,"alone</3, dublin",2025-08-06,[18],en,105,"[207, 194, 183, 246, 66, 78, 40, 16, 19]",['Drama'],English,6,64.62365808433049,72.72855779684932
146,2025-08-09,Weapons,2025.0,https://boxd.it/aEJeY5,4.5,,"dublin, with mom, lighthouse cinema",2025-08-08,"[27, 9648]",en,129,"[26, 84, 97, 6, 27, 38, 6, 8, 16]","['Horror', 'Mystery']",English,4,-188.89727199697782,-78.34480522424579
147,2025-08-11,Videodrome,1983.0,https://boxd.it/aGCf1R,3.5,,"alone</3, dingle",2025-08-11,"[27, 878, 9648]",en,88,"[151, 194, 228, 39, 84, 149, 7, 13, 38]","['Horror', 'Science Fiction', 'Mystery']",English,0,23.103641148580152,-133.08854768956823
148,2025-08-15,Donnie Darko,2001.0,https://boxd.it/aJv09p,4.0,,"with mom, dingle",2025-08-14,"[14, 18, 9648]",en,114,"[53, 100, 126, 2, 0, 1, 0, 0, 0]","['Fantasy', 'Drama', 'Mystery']",English,4,-201.84203366038986,-71.50995720185023
149,2025-08-23,Speak No Evil,2024.0,https://boxd.it/aPjX1J,2.5,,"alone</3, airplane",2025-08-22,"[27, 53]",en,110,"[118, 95, 78, 18, 1, 2, 16, 0, 1]","['Horror', 'Thriller']",English,4,-190.66045737513403,-11.513482831351967
150,2025-08-23,Apartment 7A,2024.0,https://boxd.it/aPjYBj,1.5,,"alone</3, airplane",2025-08-22,"[27, 53]",en,106,"[114, 161, 117, 62, 95, 66, 16, 22, 17]","['Horror', 'Thriller']",English,3,-60.22142415117244,-37.610988784246565
151,2025-08-23,I Know What You Did Last Summer,1997.0,https://boxd.it/aPkbBh,4.0,,"alone</3, airplane",2025-08-22,"[27, 53, 9648]",en,102,"[95, 150, 199, 10, 33, 58, 8, 9, 14]","['Horror', 'Thriller', 'Mystery']",English,3,-97.57239545631651,-112.8165950103458
152,2025-08-31,The Kissing Booth,2018.0,https://boxd.it/aVaKff,0.5,,"seb, rachel",2025-08-30,"[10749, 35]",en,105,"[225, 223, 170, 92, 200, 219, 83, 98, 120]","['Romance', 'Comedy']",English,0,190.60955234785337,-66.3169393542336
153,2025-08-31,KPop Demon Hunters,2025.0,https://boxd.it/aVaUKn,4.0,,"seb, rachel",2025-08-30,"[14, 10402, 35, 16]",en,96,"[176, 191, 234, 151, 130, 212, 75, 57, 151]","['Fantasy', 'Music', 'Comedy', 'Animation']",English,0,169.4239711252216,-81.78778059232748
154,2025-08-31,Challengers,2024.0,https://boxd.it/aVaW9t,3.5,Yes,"seb, rachel, bee",2025-08-30,"[18, 10749]",en,132,"[201, 171, 148, 135, 110, 98, 78, 54, 44]","['Drama', 'Romance']",English,6,53.28112695275644,23.533637002504264
155,2025-09-14,Hamilton,2020.0,https://boxd.it/b49JWB,,,"in theaters, seb, rachel",2025-09-14,"[36, 18]",en,160,"[237, 201, 100, 212, 163, 32, 144, 99, 7]","['History', 'Drama']",English,5,98.81203694619552,156.67080358572773
156,2025-09-14,The Mortal Instruments: City of Bones,2013.0,https://boxd.it/b49NgJ,2.0,,"seb, rachel",2025-09-14,"[14, 28, 9648]",en,130,"[177, 169, 150, 71, 62, 52, 8, 6, 4]","['Fantasy', 'Action', 'Mystery']",English,3,-53.86745468706866,-22.267762947575775
157,2025-09-14,Conclave,2024.0,https://boxd.it/b49R1X,3.5,,"seb, rachel",2025-09-14,"[18, 53]",en,120,"[215, 222, 216, 154, 168, 172, 25, 7, 4]","['Drama', 'Thriller']",English,0,133.40492783663495,-36.24981055942505
158,2025-09-15,The Long Walk,2025.0,https://boxd.it/b4JbXH,4.0,,"seb, in theaters, james, james's entire family",2025-09-14,"[53, 27, 878]",en,108,"[183, 165, 142, 105, 83, 68, 24, 24, 27]","['Thriller', 'Horror', 'Science Fiction']",English,6,-14.983333421335317,-0.745646357681256
159,2025-09-29,Honey Don't!,2025.0,https://boxd.it/bd5p3z,2.0,,"alone</3, sb",2025-09-28,"[35, 80]",en,89,"[255, 237, 212, 245, 240, 218, 131, 130, 116]","['Comedy', 'Crime']",English,2,309.363300976488,30.666811480708823
160,2025-10-12,Helter Skelter,2012.0,https://boxd.it/blhS2h,4.5,,"alone</3, sb",2025-10-11,"[18, 27]",ja,127,"[205, 138, 100, 157, 32, 35, 85, 12, 15]","['Drama', 'Horror']",Japanese,1,-41.995780341619195,95.43354131973012
161,2025-10-24,Frankenstein,2025.0,https://boxd.it/btbm9l,3.5,,"felix, gevher, yaroslav, sb, in theaters",2025-10-23,"[18, 27, 14]",en,150,"[136, 124, 91, 59, 39, 34, 38, 18, 20]","['Drama', 'Horror', 'Fantasy']",English,4,-111.56027820182914,2.5115845250155466
