,Date,Name,Year,Letterboxd URI,Rating,Tags,Watched Date,Runtime,Color Palette,GenreNames,LanguageName,Month
127,2025-06-02,Uglies,2024.0,https://boxd.it/9SmhzT,0.5,"tay, dublin, hate watch",2025-06-01,100,"[236, 212, 198, 139, 112, 117, 34, 25, 31]","['Science Fiction', 'Adventure', 'Action']",English,2025-06
128,2025-06-04,The Hunger Games,2012.0,https://boxd.it/9TAT6H,3.0,"tay, dublin",2025-06-03,142,"[180, 116, 62, 58, 14, 11, 21, 4, 4]","['Science Fiction', 'Adventure', 'Action', 'Thriller']",English,2025-06
129,2025-06-04,The Hunger Games: Catching Fire,2013.0,https://boxd.it/9TG7TX,3.5,"tay, dublin",2025-06-04,146,"[147, 75, 49, 50, 9, 8, 15, 2, 2]","['Adventure', 'Action', 'Science Fiction']",English,2025-06
130,2025-06-04,The Hunger Games: Mockingjay – Part 1,2014.0,https://boxd.it/9TGdY5,2.5,"tay, dublin",2025-06-04,123,"[212, 144, 78, 103, 31, 14, 25, 3, 2]","['Science Fiction', 'Adventure', 'Thriller']",English,2025-06
131,2025-06-05,The Hunger Games: Mockingjay – Part 2,2015.0,https://boxd.it/9Ubb7b,3.0,"tay, dublin",2025-06-04,137,"[227, 125, 54, 109, 14, 6, 21, 1, 1]","['Action', 'Adventure', 'Science Fiction']",English,2025-06
132,2025-06-06,The Hunger Games: The Ballad of Songbirds & Snakes,2023.0,https://boxd.it/9ULygd,3.0,"tay, dublin",2025-06-06,157,"[211, 166, 120, 126, 67, 31, 55, 22, 10]","['Drama', 'Science Fiction', 'Adventure', 'Action']",English,2025-06
133,2025-06-06,Daisy: Prophet of the Apocalypse,2023.0,https://boxd.it/9ULzZ9,5.0,"dublin, imma",2025-06-06,20,"[252, 252, 251, 213, 204, 191, 121, 82, 68]",[],English,2025-06
134,2025-06-09,Don't Worry Darling,2022.0,https://boxd.it/9Wx9wP,2.0,"tay, dublin",2025-06-08,123,"[211, 225, 237, 132, 175, 214, 62, 85, 114]","['Science Fiction', 'Mystery', 'Thriller']",English,2025-06
135,2025-06-18,Opus,2025.0,https://boxd.it/a2dT4r,2.0,"airplane, alone</3",2025-06-17,104,"[132, 109, 94, 75, 19, 17, 107, 1, 3]","['Horror', 'Mystery', 'Thriller']",English,2025-06
136,2025-06-24,Flushed Away,2006.0,https://boxd.it/a6lr6L,3.0,"seb, rachel",2025-06-23,84,"[253, 253, 254, 240, 248, 253, 134, 143, 150]","['Adventure', 'Animation', 'Comedy', 'Family']",English,2025-06
137,2025-06-24,House,1977.0,https://boxd.it/a6x5xJ,4.0,"seb, alone</3",2025-06-23,106,"[227, 198, 125, 162, 177, 194, 129, 114, 127]",['Comedy'],Italian,2025-06
138,2025-06-25,Barbarian,2022.0,https://boxd.it/a7aSZZ,3.0,"seb, alone</3",2025-06-24,102,"[141, 23, 23, 186, 1, 1, 180, 0, 1]","['Horror', 'Thriller']",English,2025-06
139,2025-07-08,Sinners,2025.0,https://boxd.it/ag0u39,5.0,"seb, bee",2025-07-07,138,"[150, 87, 32, 65, 27, 12, 34, 15, 6]","['Horror', 'Action', 'Thriller']",English,2025-07
140,2025-07-12,Materialists,2025.0,https://boxd.it/aiRecj,2.0,"seb, in theaters, rachel, bee",2025-07-11,116,"[253, 253, 250, 202, 188, 173, 52, 48, 51]","['Romance', 'Drama']",English,2025-07
141,2025-07-13,Superman,2025.0,https://boxd.it/ajv5Rx,4.5,"seb, in theaters, james, james's entire family",2025-07-12,130,"[245, 240, 230, 125, 77, 90, 74, 7, 13]","['Science Fiction', 'Adventure', 'Action']",English,2025-07
142,2025-07-27,Omni Loop,2024.0,https://boxd.it/auSMot,2.0,airplane,2025-07-27,111,"[157, 180, 190, 46, 81, 106, 17, 31, 47]","['Science Fiction', 'Drama']",English,2025-07
143,2025-07-27,Mickey 17,2025.0,https://boxd.it/auSPkT,4.0,airplane,2025-07-27,137,"[110, 106, 78, 30, 43, 35, 9, 23, 21]","['Science Fiction', 'Comedy', 'Adventure']",English,2025-07
144,2025-08-07,Hardcore Fencing,,https://boxd.it/aDed0d,5.0,"dublin, imma",2025-08-06,15,,[],English,2025-08
145,2025-08-07,Mysterious Skin,2004.0,https://boxd.it/aDrV5d,4.5,"alone</3, dublin",2025-08-06,105,"[207, 194, 183, 246, 66, 78, 40, 16, 19]",['Drama'],English,2025-08
146,2025-08-09,Weapons,2025.0,https://boxd.it/aEJeY5,4.5,"dublin, with mom, lighthouse cinema",2025-08-08,129,"[26, 84, 97, 6, 27, 38, 6, 8, 16]","['Horror', 'Mystery']",English,2025-08
147,2025-08-11,Videodrome,1983.0,https://boxd.it/aGCf1R,3.5,"alone</3, dingle",2025-08-11,88,"[151, 194, 228, 39, 84, 149, 7, 13, 38]","['Horror', 'Science Fiction', 'Mystery']",English,2025-08
148,2025-08-15,Donnie Darko,2001.0,https://boxd.it/aJv09p,4.0,"with mom, dingle",2025-08-14,114,"[53, 100, 126, 2, 0, 1, 0, 0, 0]","['Fantasy', 'Drama', 'Mystery']",English,2025-08
149,2025-08-23,Speak No Evil,2024.0,https://boxd.it/aPjX1J,2.5,"alone</3, airplane",2025-08-22,110,"[118, 95, 78, 18, 1, 2, 16, 0, 1]","['Horror', 'Thriller']",English,2025-08
150,2025-08-23,Apartment 7A,2024.0,https://boxd.it/aPjYBj,1.5,"alone</3, airplane",2025-08-22,106,"[114, 161, 117, 62, 95, 66, 16, 22, 17]","['Horror', 'Thriller']",English,2025-08
151,2025-08-23,I Know What You Did Last Summer,1997.0,https://boxd.it/aPkbBh,4.0,"alone</3, airplane",2025-08-22,102,"[95, 150, 199, 10, 33, 58, 8, 9, 14]","['Horror', 'Thriller', 'Mystery']",English,2025-08
152,2025-08-31,The Kissing Booth,2018.0,https://boxd.it/aVaKff,0.5,"seb, rachel",2025-08-30,105,"[225, 223, 170, 92, 200, 219, 83, 98, 120]","['Romance', 'Comedy']",English,2025-08
153,2025-08-31,KPop Demon Hunters,2025.0,https://boxd.it/aVaUKn,4.0,"seb, rachel",2025-08-30,96,"[176, 191, 234, 151, 130, 212, 75, 57, 151]","['Fantasy', 'Music', 'Comedy', 'Animation']",English,2025-08
154,2025-08-31,Challengers,2024.0,https://boxd.it/aVaW9t,3.5,"seb, rachel, bee",2025-08-30,132,"[201, 171, 148, 135, 110, 98, 78, 54, 44]","['Drama', 'Romance']",English,2025-08
155,2025-09-14,Hamilton,2020.0,https://boxd.it/b49JWB,,"in theaters, seb, rachel",2025-09-14,160,"[237, 201, 100, 212, 163, 32, 144, 99, 7]","['History', 'Drama']",English,2025-09
156,2025-09-14,The Mortal Instruments: City of Bones,2013.0,https://boxd.it/b49NgJ,2.0,"seb, rachel",2025-09-14,130,"[177, 169, 150, 71, 62, 52, 8, 6, 4]","['Fantasy', 'Action', 'Mystery']",English,2025-09
157,2025-09-14,Conclave,2024.0,https://boxd.it/b49R1X,3.5,"seb, rachel",2025-09-14,120,"[215, 222, 216, 154, 168, 172, 25, 7, 4]","['Drama', 'Thriller']",English,2025-09
158,2025-09-15,The Long Walk,2025.0,https://boxd.it/b4JbXH,4.0,"seb, in theaters, james, james's entire family",2025-09-14,108,"[183, 165, 142, 105, 83, 68, 24, 24, 27]","['Thriller', 'Horror', 'Science Fiction']",English,2025-09
159,2025-09-29,Honey Don't!,2025.0,https://boxd.it/bd5p3z,2.0,"alone</3, sb",2025-09-28,89,"[255, 237, 212, 245, 240, 218, 131, 130, 116]","['Comedy', 'Crime']",English,2025-09
160,2025-10-12,Helter Skelter,2012.0,https://boxd.it/blhS2h,4.5,"alone</3, sb",2025-10-11,127,"[205, 138, 100, 157, 32, 35, 85, 12, 15]","['Drama', 'Horror']",Japanese,2025-10
161,2025-10-24,Frankenstein,2025.0,https://boxd.it/btbm9l,3.5,"felix, gevher, yaroslav, sb, in theaters",2025-10-23,150,"[136, 124, 91, 59, 39, 34, 38, 18, 20]","['Drama', 'Horror', 'Fantasy']",English,2025-10
