Average Rating,Top 5 Genres,Top 5 Tags,Languages Watched in,Monthly Average,Total Movie Number,Total Runtime (hrs)
3.460526315789474,"['Drama', 'Horror', 'Comedy', 'Thriller', 'Romance']","['seb', 'alone</3', 'scropps', 'tay', 'in theaters']","['English', 'French', 'Japanese', 'Irish', 'Mandarin', 'Cantonese', 'Korean', 'Norwegian', 'Italian']",6.956521739130435,160,274.2
